Original_x,Optimal_x,Cost,Objective,Runtime,Slack_duration,Slack_credit
"[0.0, 6.0, 4.0, 4.0, 1169.0, 4.0, 4.0, 4.0, 2.0, 0.0, 4.0, 0.0, 67.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0]","[0.0000000e+00 5.0677271e-01 4.0000000e+00 4.0000000e+00 1.2343368e+03
 4.0000000e+00 4.0000000e+00 4.0000000e+00 2.0000000e+00 0.0000000e+00
 4.0000000e+00 0.0000000e+00 6.7000000e+01 2.0000000e+00 1.0000000e+00
 2.0000000e+00 0.0000000e+00 1.0000000e+00 1.0000000e+00 0.0000000e+00]",272.156430192011538,272.156430192011538,0.0255825519561767,6.493227289555613,265.663202902455924
"[1.0, 48.0, 2.0, 4.0, 5951.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0, 22.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0]","[1.00000000e+00 5.06772710e-01 4.00000000e+00 4.00000000e+00
 7.81985406e+02 0.00000000e+00 2.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 2.00000000e+00 0.00000000e+00
 2.20000000e+01 2.00000000e+00 1.00000000e+00 1.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]",724.507821391722606,724.507821391722606,0.0250470638275146,6.493227289555613,718.014594102166993
"[3.0, 12.0, 4.0, 7.0, 2096.0, 0.0, 3.0, 2.0, 2.0, 0.0, 3.0, 0.0, 49.0, 2.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0]","[3.00000000e+00 5.06772710e-01 4.00000000e+00 7.00000000e+00
 1.45612337e+03 0.00000000e+00 3.00000000e+00 2.00000000e+00
 2.00000000e+00 0.00000000e+00 3.00000000e+00 0.00000000e+00
 4.90000000e+01 2.00000000e+00 1.00000000e+00 1.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]",50.369858970735154,50.369858970735154,0.025984764099121,6.493227289555613,43.876631681179541
"[0.0, 42.0, 2.0, 3.0, 7882.0, 0.0, 3.0, 2.0, 2.0, 2.0, 4.0, 1.0, 45.0, 2.0, 2.0, 1.0, 2.0, 2.0, 0.0, 0.0]","[0.00000000e+00 5.06772710e-01 4.00000000e+00 3.00000000e+00
 8.32101217e+02 0.00000000e+00 3.00000000e+00 2.00000000e+00
 2.00000000e+00 2.00000000e+00 4.00000000e+00 1.00000000e+00
 4.50000000e+01 2.00000000e+00 2.00000000e+00 1.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]",674.392010403999737,674.392010403999737,0.0260953903198242,6.493227289555613,667.898783114444124
"[0.0, 24.0, 3.0, 0.0, 4870.0, 0.0, 2.0, 3.0, 2.0, 0.0, 4.0, 3.0, 53.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0]","[0.00000000e+00 5.06772710e-01 4.00000000e+00 0.00000000e+00
 5.41176495e+02 0.00000000e+00 2.00000000e+00 3.00000000e+00
 2.00000000e+00 0.00000000e+00 4.00000000e+00 3.00000000e+00
 5.30000000e+01 2.00000000e+00 2.00000000e+00 2.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]",965.316732680463315,965.316732680463315,0.0258347988128662,6.493227289555613,958.823505390907701
"[3.0, 36.0, 2.0, 7.0, 9055.0, 4.0, 2.0, 2.0, 2.0, 0.0, 4.0, 3.0, 35.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0]","[3.00000000e+00 5.06772710e-01 4.00000000e+00 7.00000000e+00
 9.99111441e+02 4.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 0.00000000e+00 4.00000000e+00 3.00000000e+00
 3.50000000e+01 2.00000000e+00 2.00000000e+00 1.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00]",507.381786369906015,507.381786369906015,0.0241355895996093,6.493227289555613,500.888559080350402
"[3.0, 24.0, 2.0, 3.0, 2835.0, 2.0, 4.0, 3.0, 2.0, 0.0, 4.0, 1.0, 53.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0]","[3.0000000e+00 5.0677271e-01 4.0000000e+00 3.0000000e+00 1.4829024e+03
 2.0000000e+00 4.0000000e+00 3.0000000e+00 2.0000000e+00 0.0000000e+00
 4.0000000e+00 1.0000000e+00 5.3000000e+01 2.0000000e+00 1.0000000e+00
 1.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]",23.590828744754532,23.590828744754532,0.0311822891235351,6.493227289555613,17.097601455198918
"[1.0, 36.0, 2.0, 1.0, 6948.0, 0.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 35.0, 2.0, 0.0, 1.0, 3.0, 1.0, 1.0, 0.0]","[1.00000000e+00 5.06772710e-01 4.00000000e+00 1.00000000e+00
 8.15659121e+02 0.00000000e+00 2.00000000e+00 2.00000000e+00
 2.00000000e+00 0.00000000e+00 2.00000000e+00 2.00000000e+00
 3.50000000e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00]",690.834105978602778,690.834105978602778,0.0237915515899658,6.493227289555613,684.340878689047164
"[3.0, 12.0, 2.0, 4.0, 3059.0, 3.0, 3.0, 2.0, 0.0, 0.0, 4.0, 0.0, 61.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[3.00000000e+00 3.12689729e+00 4.00000000e+00 4.00000000e+00
 1.50000000e+03 3.00000000e+00 3.00000000e+00 2.00000000e+00
 0.00000000e+00 0.00000000e+00 4.00000000e+00 0.00000000e+00
 6.10000000e+01 2.00000000e+00 1.00000000e+00 1.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]",3.873102714318396,3.873102714318396,0.0240461826324462,3.873102714318396,0
"[1.0, 30.0, 4.0, 0.0, 5234.0, 0.0, 0.0, 4.0, 3.0, 0.0, 2.0, 2.0, 28.0, 2.0, 1.0, 2.0, 3.0, 1.0, 0.0, 0.0]","[  1.           0.50677271   4.           0.         476.56347111
   0.           0.           4.           3.           0.
   2.           2.          28.           2.           1.
   2.           0.           1.           0.           0.        ]",1029.929756178916738,1029.929756178916738,0.0266859531402587,6.493227289555613,1023.436528889361124
